rcid,total_postings,n_years,first_year,last_year
4669453,2,2,2024,2026
4670068,2,2,2023,2024
4670140,2,2,2024,2025
4676944,2,2,2021,2023
4680567,2,1,2024,2024
4684485,2,2,2025,2026
4685856,2,1,2023,2023
4687640,2,2,2022,2023
4688866,2,2,2023,2024
4704515,2,1,2026,2026
4708934,2,2,2023,2024
4719932,2,1,2025,2025
4720250,2,1,2024,2024
4725226,2,2,2021,2022
4728769,2,2,2025,2026
4742843,2,1,2021,2021
4762960,2,2,2022,2023
4768403,2,1,2022,2022
4769577,2,2,2021,2022
4770680,2,2,2025,2026
4777931,2,1,2023,2023
4781765,2,1,2023,2023
4784759,2,1,2024,2024
4797928,2,1,2023,2023
4809872,2,1,2022,2022
4819563,2,1,2022,2022
4819820,2,1,2024,2024
4820140,2,1,2022,2022
4833855,2,2,2021,2022
4837348,2,1,2023,2023
4841638,2,2,2022,2025
4843248,2,1,2024,2024
4850706,2,1,2023,2023
4853865,2,1,2025,2025
4860513,2,2,2024,2025
4860855,2,2,2022,2025
4864685,2,1,2023,2023
4867879,2,2,2022,2024
4870163,2,2,2023,2024
4871060,2,2,2021,2022
4872290,2,1,2022,2022
4883230,2,1,2024,2024
4886868,2,2,2024,2025
4892993,2,1,2025,2025
4901783,2,2,2021,2022
4908230,2,1,2023,2023
4918422,2,2,2024,2025
4924030,2,1,2025,2025
4924054,2,1,2025,2025
4927570,2,1,2023,2023
4930149,2,2,2023,2024
4932545,2,1,2022,2022
4938898,2,2,2023,2025
4940997,2,2,2023,2024
4944315,2,1,2023,2023
4955794,2,2,2023,2024
4959015,2,1,2025,2025
4967166,2,1,2022,2022
4988183,2,2,2020,2024
4989009,2,1,2023,2023
4990320,2,1,2023,2023
5011023,2,2,2023,2025
5018226,2,1,2024,2024
5021580,2,1,2022,2022
5031421,2,1,2024,2024
5033892,2,1,2024,2024
5041933,2,1,2025,2025
5044601,2,1,2023,2023
5051858,2,2,2022,2024
5053360,2,2,2023,2026
5065073,2,2,2024,2025
5076129,2,1,2021,2021
5084668,2,1,2023,2023
5087274,2,1,2021,2021
5087884,2,2,2022,2025
5088468,2,1,2022,2022
5091346,2,2,2024,2025
5094771,2,2,2020,2021
5097659,2,1,2023,2023
5100926,2,2,2021,2025
5127184,2,2,2023,2024
5135036,2,1,2022,2022
5135052,2,2,2022,2025
5136380,2,2,2024,2025
5138395,2,2,2020,2022
5140068,2,2,2021,2022
5140097,2,1,2022,2022
5140641,2,1,2024,2024
5140773,2,1,2023,2023
5140999,2,2,2023,2024
5156918,2,1,2025,2025
5157726,2,1,2025,2025
5166412,2,2,2024,2025
5170705,2,1,2025,2025
5171502,2,1,2023,2023
5174398,2,1,2025,2025
5180115,2,1,2023,2023
5182319,2,2,2021,2025
5183054,2,2,2022,2024
5186894,2,2,2020,2024
5190590,2,1,2022,2022
5201518,2,2,2021,2023
5216319,2,1,2021,2021
5216806,2,1,2022,2022
5224332,2,2,2024,2025
5227401,2,1,2025,2025
5228614,2,2,2023,2024
5234338,2,1,2023,2023
5239660,2,1,2024,2024
5240578,2,2,2023,2025
5240809,2,2,2024,2025
5273846,2,1,2023,2023
5295832,2,1,2022,2022
5298541,2,1,2023,2023
5315924,2,1,2023,2023
5322035,2,2,2023,2024
5325067,2,1,2025,2025
5327628,2,2,2021,2022
5328488,2,2,2024,2025
5328502,2,1,2024,2024
5334365,2,1,2024,2024
5338182,2,1,2023,2023
5338283,2,2,2023,2024
5350253,2,1,2025,2025
5351838,2,2,2021,2022
5353933,2,1,2021,2021
5355074,2,2,2021,2025
5356651,2,1,2024,2024
5361922,2,1,2024,2024
5363054,2,1,2024,2024
5371658,2,2,2022,2026
5374693,2,1,2023,2023
5376224,2,2,2023,2024
5376343,2,2,2022,2025
5385447,2,1,2024,2024
5386023,2,1,2021,2021
5397320,2,1,2025,2025
5399609,2,1,2025,2025
5415332,2,1,2023,2023
5420387,2,2,2023,2024
5427897,2,1,2025,2025
5429946,2,1,2021,2021
5438753,2,1,2021,2021
5438928,2,2,2024,2025
5442828,2,2,2023,2024
5443182,2,1,2024,2024
5443760,2,1,2024,2024
5447997,2,1,2025,2025
5449078,2,2,2024,2025
5450292,2,1,2024,2024
5455108,2,1,2024,2024
5471043,2,2,2023,2025
5486475,2,1,2025,2025
5492605,2,1,2023,2023
5494428,2,1,2023,2023
5500519,2,1,2021,2021
5502743,2,2,2022,2023
5513907,2,1,2024,2024
5522214,2,1,2024,2024
5522614,2,2,2022,2023
5523735,2,2,2023,2025
5528374,2,2,2024,2025
5535842,2,2,2021,2023
5540880,2,2,2023,2024
5566170,2,2,2024,2025
5569169,2,2,2021,2022
5572814,2,2,2024,2025
5576150,2,2,2022,2024
5581415,2,1,2026,2026
5583993,2,1,2023,2023
5588070,2,1,2025,2025
5590047,2,1,2022,2022
5592347,2,1,2021,2021
5592832,2,1,2021,2021
5595385,2,1,2024,2024
5596092,2,1,2025,2025
5604639,2,2,2023,2024
5609629,2,2,2021,2023
5611517,2,1,2025,2025
5612230,2,2,2022,2023
5614714,2,1,2023,2023
5616173,2,2,2023,2024
5617362,2,2,2021,2022
5646711,2,2,2022,2023
5654164,2,1,2022,2022
5656240,2,1,2023,2023
5660610,2,1,2024,2024
5662680,2,1,2023,2023
5679683,2,1,2024,2024
5679684,2,2,2021,2022
5684855,2,2,2023,2025
5693113,2,2,2023,2025
5693349,2,2,2025,2026
5695750,2,1,2022,2022
5711479,2,1,2021,2021
5739523,2,2,2021,2022
5740518,2,1,2025,2025
5742689,2,1,2021,2021
5745649,2,2,2022,2023
5751790,2,1,2025,2025
5753833,2,1,2025,2025
5770338,2,1,2022,2022
5770874,2,2,2023,2024
5797387,2,2,2024,2025
5807227,2,2,2021,2022
5813410,2,1,2022,2022
5818477,2,1,2023,2023
5821336,2,1,2022,2022
5826127,2,2,2021,2023
5828547,2,1,2026,2026
5847103,2,1,2025,2025
5848669,2,1,2024,2024
5853123,2,1,2023,2023
5856736,2,1,2023,2023
5857988,2,1,2024,2024
5859967,2,2,2021,2022
5862729,2,1,2022,2022
5862875,2,1,2025,2025
5864539,2,2,2024,2025
5866273,2,2,2021,2023
5868631,2,2,2024,2025
5875163,2,2,2022,2024
5875898,2,1,2021,2021
5876296,2,2,2022,2024
5881806,2,1,2021,2021
5888883,2,1,2024,2024
5895126,2,1,2025,2025
5895739,2,2,2020,2021
5897726,2,1,2024,2024
5908199,2,1,2025,2025
5908801,2,1,2023,2023
5910546,2,1,2023,2023
5916060,2,1,2025,2025
5922681,2,1,2023,2023
5924734,2,2,2021,2022
5930681,2,2,2024,2025
5933738,2,2,2023,2024
5938087,2,1,2025,2025
5938104,2,2,2024,2025
5972012,2,1,2022,2022
5978281,2,1,2025,2025
5998665,2,1,2024,2024
6018669,2,2,2024,2026
6032997,2,1,2024,2024
6046166,2,1,2025,2025
6049772,2,1,2024,2024
6063702,2,1,2025,2025
6076959,2,1,2025,2025
6077977,2,2,2024,2025
6087045,2,1,2024,2024
6098183,2,1,2024,2024
6116037,2,2,2023,2024
6118988,2,2,2023,2025
6126025,2,1,2023,2023
6138914,2,1,2021,2021
6144828,2,1,2023,2023
6153685,2,2,2021,2022
6156345,2,1,2023,2023
6166847,2,2,2022,2024
6167689,2,2,2023,2024
6190479,2,1,2024,2024
6201122,2,1,2021,2021
6202254,2,1,2024,2024
6202884,2,2,2025,2026
6205144,2,1,2021,2021
6223067,2,2,2021,2025
6225450,2,1,2023,2023
6226173,2,1,2022,2022
6229314,2,1,2021,2021
6232294,2,2,2024,2026
6246656,2,1,2025,2025
6247607,2,1,2025,2025
6251511,2,1,2024,2024
6259120,2,1,2022,2022
6273475,2,2,2021,2022
6274127,2,2,2022,2023
6282975,2,2,2021,2022
6287378,2,2,2020,2021
6298219,2,1,2022,2022
6303566,2,1,2025,2025
6311091,2,1,2023,2023
6320066,2,1,2023,2023
6320778,2,2,2024,2025
6331669,2,1,2023,2023
6339502,2,1,2025,2025
6344510,2,2,2021,2025
6352573,2,1,2024,2024
6376276,2,1,2025,2025
6378180,2,1,2023,2023
6381904,2,2,2022,2023
6385759,2,2,2024,2025
6387461,2,2,2022,2025
6387967,2,2,2024,2025
6392749,2,2,2023,2025
6395347,2,1,2023,2023
6410408,2,2,2023,2025
6423362,2,2,2021,2023
6438849,2,1,2025,2025
6457229,2,2,2024,2025
6461023,2,2,2021,2022
6462612,2,2,2024,2025
6471012,2,2,2022,2024
6471555,2,1,2023,2023
6474201,2,1,2020,2020
6477279,2,1,2022,2022
6483898,2,1,2024,2024
6494866,2,1,2025,2025
6497981,2,1,2022,2022
6502887,2,1,2023,2023
6515203,2,1,2022,2022
6515366,2,2,2021,2022
6519723,2,2,2023,2024
6524597,2,2,2024,2025
6526711,2,1,2023,2023
6527232,2,1,2025,2025
6527474,2,1,2026,2026
6527626,2,2,2022,2024
6527842,2,1,2023,2023
6543193,2,2,2024,2025
6543259,2,2,2023,2024
6544528,2,1,2022,2022
6546722,2,2,2024,2025
6551662,2,2,2023,2024
6552765,2,1,2021,2021
6557216,2,1,2023,2023
6563458,2,1,2023,2023
6566502,2,2,2021,2025
6566504,2,1,2024,2024
6570462,2,2,2025,2026
6570699,2,2,2020,2021
6571605,2,1,2022,2022
6587546,2,1,2026,2026
6591406,2,2,2024,2025
6612132,2,2,2024,2025
6615226,2,2,2022,2025
6621463,2,1,2023,2023
6623477,2,2,2023,2025
6630654,2,2,2021,2022
6644410,2,1,2023,2023
6679590,2,1,2021,2021
6686213,2,1,2025,2025
6694410,2,2,2021,2022
6698567,2,1,2022,2022
6700951,2,1,2026,2026
6708131,2,1,2023,2023
6710973,2,1,2022,2022
6712133,2,1,2025,2025
6712723,2,1,2023,2023
6713357,2,2,2024,2025
6721059,2,2,2024,2025
6736385,2,1,2025,2025
6742976,2,1,2024,2024
6755683,2,2,2024,2025
6756316,2,1,2023,2023
6759169,2,1,2022,2022
6765820,2,1,2022,2022
6770305,2,2,2021,2025
6771522,2,2,2023,2025
6773447,2,2,2024,2026
6800740,2,2,2021,2022
6810860,2,1,2022,2022
6820883,2,1,2025,2025
6832296,2,1,2023,2023
6835386,2,1,2023,2023
6840013,2,1,2024,2024
6840110,2,1,2023,2023
6841378,2,1,2025,2025
6845669,2,2,2021,2022
6846026,2,1,2021,2021
6850320,2,1,2021,2021
6856641,2,2,2020,2024
6859267,2,2,2022,2024
6863517,2,2,2022,2023
6864884,2,1,2024,2024
6877974,2,1,2025,2025
6889474,2,1,2023,2023
6894203,2,2,2024,2025
6904945,2,1,2023,2023
6909345,2,2,2023,2025
6911794,2,1,2025,2025
6912740,2,2,2024,2026
6929910,2,2,2021,2024
6936296,2,1,2024,2024
6936636,2,2,2023,2024
6949740,2,1,2025,2025
6954019,2,1,2023,2023
6956911,2,2,2023,2025
6961269,2,1,2021,2021
6962668,2,1,2024,2024
6963298,2,2,2022,2025
6975290,2,1,2025,2025
6976305,2,1,2024,2024
6985458,2,1,2025,2025
6987258,2,2,2021,2023
6991006,2,1,2021,2021
6995795,2,2,2023,2026
7004806,2,2,2025,2026
7005682,2,1,2023,2023
7010985,2,2,2021,2023
7011877,2,1,2024,2024
7016041,2,2,2022,2023
7038581,2,1,2024,2024
7039099,2,1,2021,2021
7040313,2,1,2023,2023
7043996,2,1,2023,2023
7044045,2,1,2025,2025
7045549,2,2,2024,2025
7055488,2,1,2023,2023
7055847,2,2,2022,2023
7065565,2,1,2024,2024
7069568,2,1,2021,2021
7070377,2,1,2025,2025
7071681,2,2,2023,2024
7087714,2,2,2021,2025
7104227,2,2,2024,2026
7105764,2,1,2024,2024
7110294,2,2,2023,2025
7112546,2,1,2023,2023
7117691,2,1,2022,2022
7142876,2,1,2021,2021
7144234,2,2,2025,2026
7145387,2,1,2025,2025
7151486,2,1,2021,2021
7155367,2,2,2023,2024
7155632,2,2,2021,2024
7157623,2,1,2023,2023
7164819,2,1,2023,2023
7181696,2,2,2023,2025
7186149,2,1,2022,2022
7194182,2,1,2023,2023
7195903,2,2,2022,2024
7197340,2,1,2023,2023
7210438,2,1,2025,2025
7214677,2,1,2025,2025
7216729,2,1,2022,2022
7218643,2,1,2025,2025
7226394,2,1,2025,2025
7226462,2,1,2023,2023
7235437,2,2,2020,2021
7239270,2,1,2024,2024
7239750,2,1,2022,2022
7244052,2,1,2023,2023
7246657,2,1,2024,2024
7247840,2,1,2024,2024
7249813,2,1,2024,2024
7258605,2,2,2023,2024
7258701,2,1,2025,2025
7260925,2,1,2021,2021
7268545,2,1,2022,2022
7269927,2,1,2024,2024
7276095,2,2,2022,2023
7277323,2,2,2021,2023
7277498,2,2,2023,2025
7277687,2,1,2022,2022
7279925,2,2,2022,2023
7289627,2,2,2020,2021
7289682,2,1,2023,2023
7289691,2,1,2021,2021
7319618,2,1,2025,2025
7319892,2,1,2018,2018
7385722,2,1,2025,2025
7388869,2,1,2022,2022
7393238,2,2,2024,2025
7395140,2,1,2025,2025
7439713,2,2,2023,2024
7469930,2,1,2025,2025
7491555,2,1,2025,2025
7494905,2,1,2025,2025
7527665,2,2,2020,2021
7591615,2,1,2024,2024
7646066,2,2,2025,2026
7646329,2,1,2025,2025
7646842,2,1,2023,2023
7646868,2,2,2023,2025
7648742,2,2,2021,2023
7654258,2,1,2022,2022
7655166,2,1,2025,2025
7655667,2,2,2023,2025
7661964,2,2,2023,2024
7663607,2,2,2021,2022
7671604,2,1,2026,2026
7672149,2,2,2024,2025
7672252,2,1,2024,2024
7678361,2,1,2024,2024
7680273,2,2,2021,2022
7683272,2,1,2026,2026
7683462,2,1,2025,2025
7685803,2,1,2023,2023
7687333,2,2,2024,2025
7697132,2,1,2025,2025
7706806,2,2,2021,2024
7710194,2,2,2024,2025
7712933,2,1,2024,2024
7719312,2,1,2022,2022
7719550,2,1,2023,2023
7719920,2,1,2023,2023
7725139,2,1,2022,2022
7728544,2,1,2025,2025
7732562,2,1,2023,2023
7744537,2,1,2023,2023
7748109,2,2,2024,2025
7748232,2,2,2021,2022
7748239,2,1,2021,2021
7749059,2,2,2024,2025
7751363,2,1,2023,2023
7751451,2,1,2025,2025
7763846,2,1,2023,2023
7773182,2,2,2022,2024
7775169,2,2,2021,2022
7775715,2,1,2022,2022
7776658,2,2,2025,2026
7777589,2,2,2024,2025
7781376,2,2,2022,2023
7785379,2,2,2022,2023
7786372,2,1,2022,2022
7787897,2,1,2021,2021
7788811,2,1,2023,2023
7802310,2,2,2022,2025
7803072,2,2,2023,2024
7808618,2,1,2024,2024
7809139,2,2,2025,2026
7813622,2,1,2022,2022
7818747,2,1,2022,2022
7823077,2,1,2026,2026
7825472,2,1,2025,2025
7826001,2,2,2025,2026
7829296,2,2,2022,2023
7831420,2,2,2024,2025
7834679,2,1,2025,2025
7834783,2,2,2023,2025
7834955,2,2,2023,2024
7836369,2,1,2024,2024
7836723,2,1,2025,2025
7839927,2,1,2026,2026
7840510,2,1,2025,2025
7841976,2,2,2025,2026
7842364,2,2,2021,2022
7842586,2,2,2022,2024
7843421,2,1,2022,2022
7844784,2,1,2024,2024
7844852,2,1,2024,2024
7846889,2,1,2020,2020
7849864,2,1,2025,2025
7851283,2,1,2022,2022
7868043,2,2,2020,2021
7868255,2,1,2023,2023
7868263,2,2,2025,2026
7870492,2,2,2022,2025
7878717,2,1,2023,2023
7884927,2,1,2025,2025
7887171,2,1,2024,2024
7890865,2,2,2025,2026
7897964,2,1,2026,2026
7898319,2,1,2025,2025
7898888,2,1,2025,2025
7899082,2,2,2022,2024
7901014,2,2,2024,2025
7901162,2,1,2026,2026
7904217,2,1,2025,2025
7904322,2,2,2023,2025
7909970,2,1,2023,2023
7911219,2,2,2022,2023
7911280,2,1,2022,2022
7912618,2,1,2025,2025
7913871,2,2,2023,2024
7921215,2,1,2025,2025
7921776,2,1,2022,2022
7923597,2,2,2021,2022
7925821,2,2,2022,2023
7928527,2,2,2022,2024
7931370,2,1,2025,2025
7932377,2,1,2024,2024
7936198,2,1,2024,2024
7937485,2,1,2022,2022
7937694,2,1,2022,2022
7939080,2,1,2025,2025
7940699,2,2,2021,2024
7949244,2,2,2025,2026
7957724,2,1,2025,2025
7967719,2,1,2022,2022
8027943,2,2,2023,2024
8035136,2,1,2025,2025
8079109,2,1,2022,2022
8085242,2,1,2025,2025
8090696,2,2,2024,2025
8094450,2,2,2024,2025
8097965,2,1,2024,2024
8104817,2,2,2022,2023
8105117,2,2,2021,2022
8106435,2,1,2024,2024
8107862,2,1,2023,2023
8110402,2,1,2024,2024
8121620,2,1,2025,2025
8123478,2,1,2022,2022
8128582,2,1,2023,2023
8129086,2,1,2023,2023
8130932,2,1,2023,2023
8132358,2,1,2022,2022
8135179,2,1,2024,2024
8137346,2,2,2025,2026
8147624,2,1,2025,2025
8177142,2,1,2023,2023
8185579,2,1,2022,2022
8195300,2,1,2023,2023
8207243,2,1,2023,2023
8226774,2,1,2024,2024
8254150,2,2,2024,2025
8261793,2,1,2023,2023
8266663,2,1,2021,2021
8326795,2,2,2022,2024
8331172,2,1,2023,2023
8350709,2,1,2023,2023
8355402,2,1,2022,2022
8367879,2,2,2024,2025
8368210,2,1,2023,2023
8378014,2,1,2025,2025
8386782,2,2,2021,2023
8398134,2,2,2025,2026
8409942,2,1,2022,2022
8415410,2,1,2025,2025
8420923,2,1,2024,2024
8427798,2,2,2022,2024
8436070,2,2,2021,2025
8437985,2,2,2023,2024
8454704,2,1,2024,2024
8456566,2,2,2023,2026
8488316,2,2,2023,2025
8490881,2,1,2023,2023
8490895,2,2,2024,2025
8492435,2,1,2023,2023
8500092,2,1,2025,2025
8503081,2,2,2020,2021
8505828,2,1,2023,2023
8514901,2,2,2021,2022
8518497,2,2,2023,2024
8538843,2,1,2026,2026
8566503,2,1,2024,2024
8570900,2,1,2024,2024
8588511,2,1,2023,2023
8631667,2,1,2025,2025
8643163,2,2,2023,2025
8656372,2,2,2023,2025
8681312,2,1,2023,2023
8696561,2,1,2023,2023
8696921,2,1,2022,2022
8710474,2,2,2022,2023
8719182,2,1,2025,2025
8719750,2,1,2022,2022
8750664,2,1,2024,2024
8794734,2,2,2023,2024
8795460,2,1,2022,2022
8795461,2,2,2021,2025
8797316,2,1,2024,2024
8800139,2,1,2023,2023
8801890,2,1,2024,2024
8803422,2,2,2022,2024
8810006,2,2,2023,2025
8814039,2,2,2021,2022
8818489,2,1,2024,2024
8840439,2,2,2021,2024
8842920,2,1,2022,2022
8858073,2,2,2023,2024
8868792,2,1,2025,2025
8869123,2,1,2023,2023
8888681,2,1,2024,2024
8890202,2,1,2025,2025
8907269,2,1,2025,2025
8918088,2,2,2021,2025
8943115,2,2,2023,2024
8944975,2,2,2023,2024
8956342,2,2,2021,2025
8979939,2,1,2022,2022
8992703,2,2,2023,2024
9022573,2,1,2022,2022
9038103,2,1,2021,2021
9038943,2,1,2024,2024
9060013,2,2,2023,2025
9066798,2,1,2022,2022
9117725,2,2,2021,2022
9119130,2,1,2023,2023
9129089,2,2,2023,2024
9129461,2,2,2023,2025
9130820,2,1,2022,2022
9130973,2,1,2024,2024
9131257,2,1,2023,2023
9148727,2,1,2022,2022
9150142,2,2,2023,2025
9152873,2,1,2022,2022
9171735,2,2,2021,2024
9174337,2,1,2023,2023
9200271,2,1,2025,2025
9231607,2,2,2021,2022
9236381,2,1,2023,2023
9236585,2,1,2025,2025
9244874,2,1,2025,2025
9256240,2,2,2021,2022
9262564,2,1,2024,2024
9267852,2,2,2024,2025
9332731,2,1,2022,2022
9370637,2,2,2024,2025
9387171,2,2,2024,2025
9395395,2,2,2022,2025
9428179,2,1,2023,2023
9444949,2,2,2021,2023
9455199,2,2,2024,2025
9478508,2,2,2025,2026
9479023,2,2,2023,2024
9482335,2,1,2023,2023
9500987,2,1,2025,2025
9512119,2,1,2023,2023
9521889,2,2,2020,2021
9532364,2,2,2023,2024
9549460,2,1,2025,2025
9565404,2,2,2025,2026
9574547,2,2,2025,2026
9575525,2,2,2023,2025
9576619,2,2,2021,2024
9579119,2,1,2024,2024
9601926,2,1,2024,2024
9624600,2,2,2025,2026
9653672,2,1,2022,2022
9663737,2,2,2023,2024
9672202,2,2,2024,2025
9680665,2,2,2020,2021
9686543,2,1,2021,2021
9700793,2,2,2022,2024
9705929,2,2,2022,2025
9710139,2,1,2023,2023
9732871,2,2,2024,2025
9747951,2,2,2022,2023
9750733,2,1,2024,2024
9753096,2,1,2025,2025
9756821,2,2,2021,2024
9814335,2,1,2024,2024
9859840,2,2,2021,2023
9866019,2,1,2023,2023
9868825,2,2,2025,2026
9892878,2,1,2022,2022
9925901,2,1,2021,2021
9952135,2,1,2025,2025
9969755,2,2,2024,2025
9970010,2,1,2022,2022
9970696,2,2,2024,2025
9975344,2,1,2025,2025
9978663,2,2,2024,2025
9986208,2,1,2025,2025
10055540,2,2,2024,2026
10076562,2,1,2025,2025
10085412,2,1,2023,2023
10125695,2,1,2025,2025
10127227,2,1,2024,2024
10127383,2,1,2024,2024
10133819,2,1,2024,2024
10137680,2,2,2024,2025
10138118,2,2,2024,2026
10145619,2,1,2024,2024
10174798,2,1,2025,2025
10187192,2,1,2023,2023
10193900,2,1,2023,2023
10208915,2,1,2024,2024
10210128,2,2,2024,2025
10217930,2,2,2024,2025
10221177,2,1,2021,2021
10224394,2,1,2023,2023
10277974,2,2,2024,2025
10285583,2,2,2020,2021
10285591,2,1,2023,2023
10328330,2,2,2023,2024
10335228,2,2,2023,2024
10358820,2,1,2020,2020
10387483,2,1,2023,2023
10410473,2,1,2025,2025
10432047,2,2,2023,2025
10433602,2,2,2022,2024
10434899,2,2,2023,2025
10445611,2,2,2024,2025
10470199,2,1,2021,2021
10471735,2,2,2023,2025
10484604,2,1,2024,2024
10509145,2,1,2024,2024
10513306,2,1,2025,2025
10537684,2,1,2025,2025
10548813,2,1,2024,2024
10562436,2,2,2023,2024
10579077,2,2,2023,2024
10617443,2,2,2021,2022
10645126,2,1,2023,2023
10660721,2,2,2021,2023
10690833,2,1,2021,2021
10707032,2,2,2024,2025
10720961,2,2,2022,2025
10751518,2,1,2021,2021
10771819,2,1,2021,2021
10812545,2,2,2022,2025
10814828,2,1,2023,2023
10841129,2,1,2021,2021
10841481,2,1,2020,2020
10892579,2,1,2023,2023
10953486,2,1,2026,2026
10970293,2,2,2023,2024
10971406,2,2,2022,2026
11007685,2,2,2020,2022
11014198,2,1,2025,2025
11029082,2,1,2024,2024
11030696,2,1,2022,2022
11031996,2,1,2024,2024
11064303,2,2,2020,2021
11073405,2,2,2023,2025
11100859,2,2,2022,2023
11123286,2,2,2022,2023
11168305,2,2,2021,2024
11184399,2,1,2025,2025
11192848,2,1,2022,2022
11194857,2,2,2024,2025
11226640,2,1,2025,2025
11241867,2,1,2024,2024
11258703,2,2,2024,2025
11264006,2,2,2022,2024
11305412,2,1,2021,2021
11308636,2,2,2022,2025
11313119,2,1,2025,2025
11321483,2,2,2022,2023
11331761,2,1,2021,2021
11364114,2,2,2020,2025
11370403,2,1,2024,2024
11387604,2,2,2021,2022
11395167,2,2,2024,2025
11399558,2,2,2024,2025
11410834,2,1,2023,2023
11420272,2,2,2024,2026
11422793,2,2,2021,2024
11427581,2,2,2020,2021
11429797,2,1,2025,2025
11441051,2,1,2024,2024
11467669,2,1,2023,2023
11483736,2,2,2022,2025
11485342,2,1,2023,2023
11513702,2,1,2023,2023
11554104,2,2,2023,2024
11565358,2,2,2023,2024
11567260,2,1,2024,2024
11570423,2,2,2024,2025
11616938,2,2,2023,2025
11630733,2,1,2018,2018
11637705,2,2,2021,2022
11645727,2,1,2022,2022
11647232,2,2,2023,2024
11680491,2,1,2024,2024
11688807,2,2,2023,2025
11696160,2,1,2023,2023
11723513,2,1,2023,2023
11744306,2,1,2024,2024
11783903,2,1,2023,2023
11788574,2,1,2024,2024
11791102,2,1,2022,2022
11819316,2,2,2023,2024
11819520,2,2,2024,2025
11832921,2,1,2022,2022
11833863,2,2,2022,2023
11835011,2,2,2023,2025
11844952,2,1,2022,2022
11873273,2,2,2023,2024
11891045,2,1,2021,2021
11892257,2,1,2023,2023
11895487,2,2,2022,2025
11898500,2,2,2023,2024
11898513,2,2,2023,2024
11902157,2,1,2023,2023
11903588,2,2,2025,2026
11912348,2,2,2023,2024
11916374,2,2,2024,2025
11925136,2,1,2023,2023
11942851,2,1,2024,2024
11959111,2,2,2024,2025
11982989,2,2,2021,2025
11992980,2,2,2023,2024
12001699,2,2,2022,2023
12004975,2,1,2021,2021
12024409,2,1,2022,2022
12031717,2,2,2022,2023
12042293,2,2,2024,2025
12044528,2,2,2024,2025
12050181,2,2,2024,2025
12059800,2,2,2024,2025
12064967,2,1,2024,2024
12069427,2,1,2025,2025
12078671,2,1,2022,2022
12080780,2,2,2023,2024
12089061,2,2,2021,2023
12093050,2,1,2024,2024
12103356,2,2,2021,2022
12109649,2,2,2020,2021
12145899,2,2,2021,2024
12195323,2,2,2022,2023
12226837,2,1,2024,2024
12227723,2,2,2022,2025
12234184,2,1,2025,2025
12239071,2,1,2022,2022
12241610,2,1,2023,2023
12250951,2,2,2023,2024
12264420,2,1,2024,2024
12271401,2,2,2021,2024
12297590,2,1,2025,2025
12303513,2,2,2023,2025
12307131,2,2,2023,2026
12317453,2,1,2025,2025
12321176,2,2,2023,2024
12321951,2,2,2024,2025
12341996,2,1,2025,2025
12356920,2,2,2020,2021
12358490,2,1,2023,2023
12362711,2,2,2022,2025
12366773,2,1,2022,2022
12376451,2,1,2022,2022
12377712,2,1,2025,2025
12399039,2,1,2025,2025
12464093,2,2,2021,2022
12478009,2,1,2023,2023
12496084,2,2,2022,2023
12505332,2,1,2025,2025
12539880,2,1,2023,2023
12544962,2,2,2022,2024
12545575,2,1,2023,2023
12554569,2,2,2021,2022
12554603,2,2,2024,2025
12555681,2,2,2020,2023
12575968,2,2,2021,2023
12576720,2,1,2022,2022
12583652,2,1,2024,2024
12598761,2,1,2022,2022
12650281,2,2,2024,2025
12679250,2,2,2022,2024
12686680,2,2,2022,2024
12688339,2,2,2023,2024
12704593,2,2,2023,2024
12708380,2,1,2024,2024
12720414,2,2,2021,2024
12727809,2,2,2025,2026
12757592,2,1,2025,2025
12787194,2,2,2023,2024
12802083,2,1,2023,2023
12804747,2,1,2023,2023
12817395,2,2,2025,2026
12825564,2,1,2024,2024
12846364,2,2,2021,2022
12863300,2,2,2023,2024
12916142,2,1,2024,2024
12916378,2,2,2021,2025
12916521,2,1,2024,2024
12917009,2,2,2024,2025
12935384,2,1,2023,2023
12953408,2,2,2024,2025
12953755,2,1,2023,2023
12954323,2,2,2020,2021
12973360,2,1,2022,2022
12976392,2,1,2026,2026
12979471,2,2,2023,2024
13002475,2,2,2022,2024
13017290,2,1,2024,2024
13037462,2,2,2022,2023
13038869,2,1,2021,2021
13043227,2,1,2024,2024
13060357,2,2,2022,2023
13124625,2,1,2024,2024
13188001,2,2,2021,2022
13213651,2,1,2024,2024
13217834,2,2,2022,2023
13218114,2,2,2025,2026
13218166,2,2,2021,2023
13218187,2,1,2021,2021
13218287,2,2,2020,2021
13218329,2,1,2023,2023
13241475,2,2,2022,2025
13258848,2,1,2023,2023
13280960,2,1,2024,2024
13284872,2,1,2025,2025
13300485,2,2,2023,2025
13320473,2,1,2025,2025
13329805,2,1,2022,2022
13335103,2,2,2023,2024
13348818,2,2,2024,2025
13354536,2,1,2026,2026
13354753,2,1,2024,2024
13355604,2,1,2021,2021
13361431,2,1,2023,2023
13367413,2,1,2023,2023
13378345,2,1,2025,2025
13400604,2,1,2025,2025
13415770,2,1,2023,2023
13415771,2,2,2024,2025
13416441,2,2,2023,2025
13422386,2,2,2024,2026
13424442,2,1,2024,2024
13446750,2,1,2023,2023
13488817,2,1,2022,2022
13503773,2,1,2024,2024
13524559,2,2,2021,2022
13525176,2,1,2023,2023
